Comment ID,Comment,Category
179,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
180,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
181,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
182,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
183,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
184,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
185,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
186,she has a very effective way of delivering information in a way that is accessible love her,Creator
187,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
188,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
189,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
190,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
191,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
192,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
193,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
194,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
195,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
196,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
197,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
198,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
199,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
200,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
201,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
202,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
203,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
204,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
205,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
206,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
207,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
208,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
209,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
210,she has a very effective way of delivering information in a way that is accessible love her,Creator
211,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
212,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
213,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
214,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
215,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
216,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
217,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
218,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
219,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
220,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
221,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
222,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
223,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
224,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
225,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
226,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
227,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
228,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
229,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
230,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
231,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
232,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
233,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
234,she has a very effective way of delivering information in a way that is accessible love her,Creator
235,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
236,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
237,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
238,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
239,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
240,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
241,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
242,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
243,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
244,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
245,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
246,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
247,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
248,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
249,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
250,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
251,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
252,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
253,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
254,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
255,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
256,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
257,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
258,she has a very effective way of delivering information in a way that is accessible love her,Creator
259,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
260,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
261,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
262,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
263,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
264,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
265,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
266,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
267,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
268,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
269,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
270,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
271,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
272,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
273,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
274,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
275,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
276,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
277,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
278,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
279,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
280,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
281,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
282,she has a very effective way of delivering information in a way that is accessible love her,Creator
283,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
284,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
285,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
286,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
287,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
288,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
289,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
290,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
291,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
292,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
293,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
294,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
295,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
296,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
297,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
298,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
299,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
300,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
301,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
302,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
303,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
304,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
305,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
306,she has a very effective way of delivering information in a way that is accessible love her,Creator
307,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
308,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
309,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
310,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
311,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
312,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
313,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
314,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
315,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
316,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
317,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
318,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
319,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
320,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
321,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
322,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
323,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
324,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
325,id really appreciate a study into the potential advantages of meta materials in manipulating light emf heat and even replacing silicon as semiconductors nearly every industry can benefit from the improvements and cost reductions meta materials can provide really enjoy your videos thank you,Product/Subject
326,i was totally shocked that fusion power generation wasnt included possibly as big a leap as quantum computing in its impact on humanity,Product/Subject
327,i love the one about the hydrogen fuel cellsconsidering this technology has been around for about 20 yearsjust hasnt been used due to a lack of pressure on the industry and the fact that the patent was buried by large corporate interests,Product/Subject
328,i like the meme that says ‘if it bites you and you die it’s venomous if you bite it and you die it’s poisonous’ i actually think it sums it up pretty clearly,Misc./Spam
329,i wish that when people talked about types of skin damage theyd acknowledge what that looks like for people with darker skin we dont get red rashes after sunburn even my darkest bruises are often difficult to spot because of hyperpigmentation the stages of healing for cuts looks vastly different because we dont see the same change in colors around the wound sight not to mention when you look for images to identify clinical signs 99 of those images are of lighter skin and only marginally helpful to us looking to identify potentially serious medical issues,Misc./Spam
330,she has a very effective way of delivering information in a way that is accessible love her,Creator
331,if the lead singer is bret michaels then im sure it is poison that had me laughing for ages,Misc./Spam
332,anne is so cool she makes me want to reevaluate my life choices and return to college to become a toxicologist,Creator
333,poison support is one of the more interesting ones of this series im glad to see anne back in the seat and schooling us hoping for more,Creator
334,my son had botox injections in his legs for years to relax his muscles enough so he could wear splits he has cerebral palsy its crazy knowing that this life changing treatment is also the most dangerous poison,Product/Subject
335,my mom wouldve gone nuts for you while i was growing up lol her big parent fear was toxic chemicals and me getting poisoned so she was always lecturing me about stuff under the sink and making sure i didnt touch the pesticides for the farm once she figured out she could call pbs and theyd send her mr yuck stickers the house and barn were covered in them,Misc./Spam
336,i love how she says that it is poison in the right dose instead of the wrong dose,Creator
337,i love how genuine her reactions were Ive had fun watching this and not only I was really interested to see what each one of those gadgets did,Creator
338,the fact he didnt buy the nicholas cage spoon is outrageous,Product/Subject
339,i have to say it after watching this video it feels like the journey youre on this year has been effective it simply feels like youre enjoying life and its what i enjoy most about watching your videos you manage to pass that joy on just the musings of a random stranger,Creator
340,i havent laughed like this for years oh my gosh arun youve nailed this one wendi,Creator
341,quality quality quality is everything about this channel arun makes my mood happier video after video lets be serious the best part about this channel is arun making his jokes and when he shows tech,Creator
342,15 spin launch 015 14 graphene 159 13 gps 3 333 12 floating farms 453 11 edge computing 621 10 selfhealing concrete 811 9 hydrogen fuel cells 936 8 satellite constellations 1102 7 gpt3 1217 6 connected homes 1333 5 lithium metal battery 1446 4 3d printing 1559 3 blockchain 1714 2 fighting fire with sound 1827 1 quantum computing,Product/Subject
343,if machines produce everything we need the outcome will depend on how things are distributed everyone can enjoy a life of luxurious leisure if the machineproduced wealth is shared or most people can end up miserably poor if the machineowners successfully lobby against wealth redistribution so far the trend seems to be toward the second option with technology driving everincreasing inequality stephen hawking,Misc./Spam
344,as somebody with a comp sci degree and a decent amount of irl experience i will say edge computing is problematic at its core because client side workload like this is a huge security breach this is why even online video games avoid client side scripting it is a huge vector for exploit it is always interesting to watch a video like this because you are blown away when you listen regarding these other technologies you may not know allot about but when they cover a technology you know about you realize you must question the quality of the info in the other cases where you cannot determine the quality yourself,Product/Subject
345,715 edge of the cloud 930 hydrogen fuel cell 1100 star link 1245 ai gpt 3 14 50 lithium ion battery 1720 block chain 1950 quantum computing,Product/Subject
346,selfhealing concrete is on paper a really good idea there is just one small problem with it and comes from the fact that we are not using limestone for buildings as limestone has this one tiny problem with being rather frail yes it will make the concrete last a big longer but it will also make it harder to see where the weaknesses of the structure is and only really postpone the disaster if at all,Product/Subject
347,ive read that hydrogen can work its way through any container material in your piece about graphen it was stated that it is impermiable to gases even the lightest one assuming the narrator meant hydrogen it might be a solution to the long term storage of hydrogen perhaps,Product/Subject
348,the fire suppression without water was incredible it could save many lives and property especially if it could be auto activated like a heat detector imagine how much property and how many sleeping people could be saved especially if this had a built in alarm and was rigged to keep hallways clear of fire what an inventionwow,Product/Subject
